Nom du fichier,Contenu,SL1,WL1,WL5,lemmes,lemmes_ambigus,nombre_lemmes,VL1,AMb1,VL2,stems,WL4,POS,classe
fichier.txt,"الاعلان الأول

عمارة سكنية للبيع بجوار النادي الاهلي في مدينة حلب مساحة 630 متر  ومكونة من 6 ادوار مُكيفة ومُجهزة بأحدث الخدمات المرجو الاتصال بالسيد بركوك على الجوال 524188761

الاعلان الثاني

فيلا  للايجار في حي بو رجون الدارالبيضاء قريبة من مسجد الحسن الثاني ومُطلة على الشاطئ مساحة 150 متر مربع  مُجهزة بأحدث الخدمات مثل مكيف الهواء وغسالة الملابس تتكون من دورين المرجو الاتصال بالسيدة حنان مسكون على الجوال 61524432

الاعلان الثالث

للسكن الراقي شقة  للبيع في الرباط مساحتها 220 متر وهي مكونة من 3 غرف نوم و 4 صالات للجلوس و 2 حمام ومطبخ الشقة في الدور الثامن في عمارة بها 2 أسانسير الموقع مميز  بالقرب من الحديقة الدولية   المرجو الاتصال بالسيد مروان على الجوال 413566278
",7,118,694,الاعلان أَوَّل عِمَارَة سَكَنِيّ بَيْع جِوَار نَادِي الاهلي فِي مَدِينَة حَلَب مِسَاحَة 63 مِتْر مُكَوِّن مَنْ ادوار مُكَيِّف مُجَهَّز بأحدث خِدْمَة مَرْجُوّ اتِّصَال سَيِّد رَكْو عَلَى جَوَّال 5241887 الاعلان ثَانِي فِيل للايجار فِي حَيّ بُو رَجَا الدارالبيضاء قَرِيب مَنْ مَسْجِد حَسَن ثَانِي مُطِلّ عَلَى شَاطِئ مِسَاحَة 15 مِتْر مُرَبَّع مُجَهَّز بأحدث خِدْمَة مِثْل مُكَيَّف هَوَاء غَسَّالَة مَلْبَس تَكَوَّنَ مِنْ دَوْر مَرْجُوّ اتِّصَال سَيِّد حَانَ مَسْكُون عَلَى جَوَّال 615244 الاعلان ثَالِث سَكَن رَاقِي شَقَّة بِيعَة فِي رِبَاط مِسَاحَة 22 مِتْر هُوَ مُكَوِّن مَنْ غُرْفَة نَوْم وَ صَالّ جُلُوس وَ حَمَام مَطْبَخ شَقَّة فِي دَوْر ثَامِن فِي عَمَّار بَهَا أسانسير مَوْقِع مُمَيَّز قُرْب مَنْ حَدِيقَة دُوَلِيّ مَرْجُوّ اتِّصَال سَيِّد مَرْوَان عَلَى جَوَّال 4135662,الاعلان فِي مِتْر مُكَوِّن مَنْ مُجَهَّز بأحدث خِدْمَة مَرْجُوّ اتِّصَال سَيِّد عَلَى الاعلان فِي مَنْ عَلَى مِتْر مُجَهَّز بأحدث خِدْمَة دَوْر مَرْجُوّ اتِّصَال سَيِّد عَلَى الاعلان شَقَّة فِي مِتْر مُكَوِّن مَنْ وَ وَ شَقَّة فِي دَوْر فِي مَنْ مَرْجُوّ اتِّصَال سَيِّد عَلَى,105,77,42,16,الاعلان أَوَّل عِمَارَة سَكَنِيَّة بَيْع جِوَار نَادِي الاهلي فِي مَدِينَة حَلَب مِسَاحَة 63 مِتْر مُكَوِّنَة مَن ادوار مُكَيِّفَة مُجَهَّزَة بأحدث خِدْمَات مَرْجُوّ اتِّصَال سَيِّد رَكْو عَلَى جَوَّال 5241887 الاعلان ثَانِي فِيلًا للايجار فِي حَيّ بُو رَجَوْن الدارالبيضاء قَرِيبَة مَن مَسْجِد حَسَن ثَانِي مُطِلَّة عَلَى شَاطِئ مِسَاحَة 15 مِتْر مُرَبَّع مُجَهَّزَة بأحدث خِدْمَات مِثْل مُكَيَّف هَوَاء غَسَّالَة مَلَابِس تَتَكَوَّن مِن دَوْرَيْن مَرْجُوّ اتِّصَال سَيِّدَة حِنَّانّ مَسْكُون عَلَى جَوَّال 615244 الاعلان ثَالِث سَكَن رَاقِي شَقَّة بِيَع فِي رِبَاط مِسَاحَة 22 مِتْر هِي مُكَوِّنَة مَن غُرَف نَوْم و صَالَّات جُلُوس و حَمَام مَطْبَخ شَقَّة فِي دَوْر ثَامِن فِي عَمَّارَة بَهَا أسانسير مَوْقِع مُمَيَّز قُرْب مَن حَدِيقَة دُوَلِيَّة مَرْجُوّ اتِّصَال سَيِّد مَرْوَان عَلَى جَوَّال 4135662,105,فعل اسم حرف اسم اسم اسم اسم اسم اسم فعل فعل اسم اسم اسم فعل حرف اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل حرف اسم اسم فعل اسم اسم اسم اسم اسم اسم اسم فعل فعل فعل اسم اسم اسم اسم اسم اسم اسم حرف اسم فعل فعل اسم اسم فعل فعل اسم فعل اسم اسم اسم اسم فعل فعل اسم اسم اسم فعل اسم اسم اسم فعل فعل اسم اسم فعل اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل اسم اسم فعل اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل فعل اسم فعل اسم فعل اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل اسم اسم فعل حرف اسم اسم اسم اسم حرف اسم اسم اسم فعل اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل اسم اسم اسم فعل اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل حرف اسم اسم حرف فعل اسم حرف اسم حرف اسم اسم اسم اسم اسم اسم اسم اسم اسم فعل اسم اسم حرف اسم اسم اسم اسم فعل اسم حرف اسم حرف فعل فعل اسم اسم اسم اسم اسم حرف فعل حرف اسم اسم اسم اسم اسم فعل اسم فعل فعل اسم اسم اسم اسم فعل اسم اسم اسم اسم اسم اسم اسم فعل حرف,inconnu
